0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,100,123,127,117,110,97,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,131,136,81,0,0,80,102,166,89,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,167,84,0,0,0,0,0,108,160,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,75,165,92,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,148,82,0,0,0,0,0,0,129,110,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,110,111,0,0,0,0,0,0,114,140,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,155,78,0,0,0,0,0,119,147,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,88,134,0,0,0,0,81,163,106,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,103,116,0,0,0,140,126,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,126,111,140,148,77,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,193,187,143,81,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,199,177,89,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,101,150,184,188,170,82,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,80,133,184,134,110,126,176,86,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,84,149,168,107,0,0,77,155,105,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,146,148,92,0,0,0,0,147,125,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,120,169,91,0,0,0,0,0,141,139,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,80,160,114,0,0,0,0,0,0,146,138,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,91,184,98,0,0,0,0,0,82,163,127,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,76,159,97,0,0,0,0,0,111,191,108,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,112,140,77,0,0,0,90,163,162,81,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,129,149,114,105,115,160,177,109,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,115,160,187,187,162,109,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,81,96,98,80,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
